Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Google_Index,count_dot,count_www,count_per,count_ques,count_hyphen,count_equal,Label
xn--sparkass-i1a.connect-1412.de,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,4,0,1
santanderpjon.ddns.net,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,1,0,1,1
secured.signin.eday.de.ws.isapi.view.item.3985503121144.hashitemtqzoxvwlexexrpz9ntfww2e2onn9s0b.reiadv.com,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,11,0,0,0,0,0,1
hessdastesge.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
mysurveygizmo.com,0,0,0,3,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,0,0,2,0,1
buscar.iphone-app.info,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,2,0,0,0,1,0,1
buscar.iphone-app.info,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,2,0,0,0,1,0,1
edwardinvestment.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1,2,0,0,1,0,2,1
yahooaccountmanagementcenter.weebly.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1
zonaregistersegvra1bnonline20.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
soyalejo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
soyalejo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
soyalejo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1
entraegypt.com,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1,0,0,0,0,1
arman-ati.net,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,2,1,0,0,1,0,1
u708953pu8.ha004.t.justns.ru,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,5,1,0,0,0,0,1
u708953pu8.ha004.t.justns.ru,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,5,1,0,0,0,0,1
u692683meb.ha004.t.justns.ru,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,1
rinder.com.ar,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,1,0,1
osool-eg.com,0,0,0,4,0,0,0,1,0,1,1,1,0,0,1,0,1,2,0,0,0,1,0,1
online-suntrust-selfcare.beebreelonserv.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
mikecarlisle.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
makemeacard.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
makemeacard.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
cruzsantiagoverta.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
cruzsantiagoverta.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
containerhousemx.icu,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
ahsanfeeds.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,6,0,0,0,0,0,1
regina.ninetendev.com,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,1,0,1
restrizioni-montepaschi.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
etywe.club,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
sadeg.club,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1
estogeek.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1,7,0,0,0,0,0,1
estogeek.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1,7,0,0,0,0,0,1
validadispositivo.ddns.net:2020,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
validadispositivo.ddns.net:2020,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
ltau-clientes.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
itaucard202.xyz,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
ltau-clientes.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
validadispositivo.ddns.net:2020,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
validadispositivo.ddns.net:2020,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
split.to,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
itau-vantagens.ml,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1
validadispositivo.ddns.net:2020,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
validadispositivo.ddns.net:2020,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
foxlap.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,2,3,1
split.to,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
sistemadeatualizacaautomaticoonline.tk,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,0,1,0,0,1
banklineitauon.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1
sistemadeatualizacaautomaticoonline.tk,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,0,1,0,0,1
educacion.rionegro.gov.ar,0,0,1,9,0,0,0,0,0,1,1,0,1,1,1,1,1,18,0,0,1,2,0,1
sistemadeatualizacaautomaticoonline.tk,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,0,1,3,0,1
sistemadeatualizacaautomaticoonline.tk,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
mmagaluofertashoje.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
cadastro.byethost6.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,1
hamt.jp,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,1,1,1
khairamakeup.co.id,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
online-suntrust-selfcare.beebreelonserv.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,2,0,1
online-suntrust-selfcare.beebreelonserv.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
online-suntrust-care.beebreelonserv.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,2,0,1
online-suntrust-care.beebreelonserv.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
viscaengineering.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,1,1,7,1
robertoseifert.com,0,1,1,2,0,0,1,0,0,1,1,1,1,1,1,1,1,2,0,2,0,1,0,1
robertoseifert.com,0,1,1,2,0,0,1,0,0,1,1,1,1,1,1,1,1,2,0,2,0,1,0,1
indochina-art.ro,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1
indochina-art.ro,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1
standingovationsentertainment.com,0,0,1,8,0,0,1,0,0,1,1,1,1,1,1,1,1,4,1,0,0,2,0,1
hrsoftware.in.th,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,1,5,0,0,0,0,0,1
onedrivestoragedatayu.dns-cloud.net,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1,3,0,0,0,1,0,1
onedrivestoragedatayu.dns-cloud.net,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1,3,0,0,0,1,0,1
osool-eg.com,0,0,1,5,0,0,0,1,0,1,1,1,0,0,1,0,1,3,0,0,1,2,3,1
osool-eg.com,0,0,1,5,0,0,0,1,0,1,1,1,0,0,1,0,1,3,0,0,1,2,3,1
osool-eg.com,0,0,1,5,0,0,0,1,0,1,1,1,0,0,1,0,1,3,0,0,1,2,3,1
osool-eg.com,0,0,0,4,0,0,0,1,0,1,1,1,0,0,1,0,1,2,0,0,0,1,0,1
pay-pallogin.ml,0,0,0,2,0,0,0,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
awesomeorg.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
awesomeorg.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
ilcdelhi.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
laurelmine.xyz,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,2,0,1
laurelmine.xyz,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,2,0,1
viajesytoursperu.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
esapcepro-org.com,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
esapcepro-org.com,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
perdoesdiesel.com.br,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,3,0,0,0,0,0,1
arman-ati.net,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,2,1,0,0,1,0,1
onedrivestoragedatayu.dns-cloud.net,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,2,0,0,0,1,0,1
onedrivestoragedatayu.dns-cloud.net,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,2,0,0,0,1,0,1
managechamp.com,0,0,1,11,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,1,0,1
managechamp.com,0,0,1,11,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,1,0,1
guiaeducacional.com.br,0,0,1,4,0,0,0,0,0,1,1,0,1,1,1,1,1,3,0,0,0,0,0,1
umij.org,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,1,0,1
umij.org,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,1,0,1
soyalejo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1
umij.org,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,1
umij.org,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,1
key-coats.co.uk,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,2,0,1
key-coats.co.uk,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,2,0,1
shafeimall046.top,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
shafeimall046.top,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
umij.org,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,1
umij.org,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,0,0,1
umij.org,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,1,0,1
umij.org,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,0,0,1,0,1
2b87a39fe5ef08875af9edab331f7589.accesscam.org,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
2b87a39fe5ef08875af9edab331f7589.accesscam.org,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,1,1,2,1
headphonestyles.buzz,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
headphonestyles.buzz,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
doonglobalschool.org,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1
huntsvillelistings.buzz,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
huntsvillelistings.buzz,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
ghconsulting.co.uk,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1,1,3,0,0,0,1,0,1
blazecore53.icu,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
blazecore53.icu,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
resistthemundane.com,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,0,1
zohard.com,0,0,1,8,0,0,0,0,0,1,0,0,1,1,1,1,1,3,0,0,1,4,3,1
soyalejo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
soyalejo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
update-aol2020.com.accaccess.com,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,3,0,0,0,1,0,1
soyalejo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1
colegiodosardao.org,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,1,0,1
colegiodosardao.org,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,1,0,1
colegiodosardao.org,0,1,1,7,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,1,1,1,1
estado-alert.com,0,0,1,3,0,0,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,4,0,1
verticalintl.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
hidayat.uz,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,2,0,1
allparts.jo.by,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,0,0,1
orientationinlaws.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,3,1
support.paypal.com.kulturabgru.kultura4.cp.regruhosting.ru,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,1,0,3,1
support.paypal.com.kulturabgru.kultura4.cp.regruhosting.ru,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0,0,0,1
regina.ninetendev.com,0,0,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,3,0,0,0,1,0,1
regina.ninetendev.com,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,1,0,1
rogerhanley.com,0,0,1,6,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,2,0,4,1
rogerhanley.com,0,0,1,6,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
zonaregistersegvra1bnonline20.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
ahsanfeeds.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,7,0,0,0,0,0,1
ahsanfeeds.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,7,0,0,0,0,0,1
ahsanfeeds.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,6,0,0,0,0,0,1
rynsrw.godaddysites.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
pinterestqueen.org,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
vocepertinhodamagalu.com,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
eqett13assz.appspot.com,0,1,1,2,0,0,1,0,1,1,1,1,0,0,1,0,1,2,0,0,0,3,0,1
t786309.net,0,1,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,1,0,1,1
cruzsantiagoverta.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
cruzsantiagoverta.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
cruzsantiagoverta.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
payfreee1984.000webhostapp.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,0,0,1
willingcartworthsupplies.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
willingcartworthsupplies.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
c1800258.ferozo.com,0,0,0,4,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
c1800258.ferozo.com,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
c1800258.ferozo.com,0,0,0,4,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
entraegypt.com,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1,0,0,0,0,1
acesso-portal.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,4,1,0,0,1,0,1
acesso-portal.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,4,1,0,0,1,0,1
lz5.1ee.myftpupload.com,0,0,1,2,0,0,0,0,0,1,1,1,1,0,1,0,1,3,0,0,0,0,0,1
lz5.1ee.myftpupload.com,0,0,1,2,0,0,0,0,0,1,1,1,1,0,1,0,1,3,0,0,0,0,0,1
sucursalpersonas.2gruponbancolombia.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
oralomar.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
southyang-jp.top,0,1,1,4,0,0,0,1,0,1,1,1,1,1,1,1,1,6,0,0,1,1,2,1
southyang-jp.top,0,1,1,4,0,0,0,1,0,1,1,1,1,1,1,1,1,3,0,0,1,1,1,1
southyang-jp.top,0,1,1,4,0,0,0,1,0,1,1,1,1,1,1,1,1,6,0,0,1,1,2,1
southyang-jp.top,0,1,1,4,0,0,0,1,0,1,1,1,1,1,1,1,1,3,0,0,1,1,1,1
s2pe7ed9y.rj.r.appspot.com,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,6,0,0,1,0,1,1
cuumberland.buzz,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
qrxhskj.cluster028.hosting.ovh.net,0,0,1,13,0,0,0,0,0,1,0,1,0,0,1,0,1,6,0,0,0,0,2,1
rinder.com.ar,0,0,1,3,1,0,0,0,0,1,1,1,0,0,1,0,1,8,0,0,2,2,3,1
itau-vantagens.ml,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1
rinder.com.ar,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,1,0,1
u692683meb.ha004.t.justns.ru,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,1
blazecore53.icu,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
blazecore53.icu,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
elettricistapavia.it,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,3,1
swahasteel.in,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
swahasteel.in,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
mikecarlisle.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
summerland.cl,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2,1,0,0,0,0,1
zonsa.biz,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
zonsa.biz,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
soyalejo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1
soyalejo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1
162.0.228.57,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,4,0,0,0,0,0,1
162.0.228.57,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,4,0,0,0,0,0,1
162.0.228.57,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,4,0,0,0,0,0,1
kinemind.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,4,0,1,0,1
kinemind.com,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,4,1,1,1,1
netpaymentservices.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
netpaymentservices.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
netpaymentservices.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
thriftshop.live,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,1,1,0,2,1
containerhousemx.icu,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
izzyflute.rj.r.appspot.com,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,5,0,2,1,0,1,1
chatwhatsapp-invitee.join-wa18.my.id,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,1,0,0,2,0,1
chatwhatsapp-invitee.join-wa18.my.id,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,1,0,0,2,0,1
webs.gt,0,0,0,4,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1
webs.gt,0,0,0,4,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1
kimclarkwriter.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1,0,0,1,0,1
ing-mobile.app,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
ing-mobile.app,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
dofus.page,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,0,0,0,0,1
dofus.page,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
mythree.xyz,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
mythree.xyz,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
souzaembalagens.com.br,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,1
souzaembalagens.com.br,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,1
smiles.al-wed.com,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,2,0,0,0,1,0,1
smiles.al-wed.com,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,2,0,0,0,1,0,1
smiles.al-wed.com,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,2,0,0,0,1,0,1
smiles.al-wed.com,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,2,0,0,0,1,0,1
smiles.al-wed.com,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,2,0,0,0,1,0,1
smiles.al-wed.com,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,2,0,0,0,1,0,1
portal.itau-protecao30horas.online,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,3,0,0,1,1,1,1
cbox.cf,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,7,0,0,0,0,0,1
5eab39a111b48.site123.me,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1
5eab39a111b48.site123.me,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1
cbox.cf,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
cbox.cf,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,7,0,0,0,0,0,1
cbox.cf,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
tricolor-tungsten-buckthornpepperberry.glitch.me,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,2,0,0,0,2,0,1
marrinx.de,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,1,1,1
payfreee1984.000webhostapp.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,0,0,1
shopscovid19.rf.gd,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,4,0,0,1,0,0,1
netcabo.co,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,1,0,0,0,0,1
secure.runescape.rs-s.xyz,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1,4,0,0,0,1,1,1
secure.runescape.com-rsm.me,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,4,0,0,0,1,1,1
secure.runescape.com-rsm.me,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,4,0,0,0,1,1,1
secure.runescape.com-rsm.me,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,4,0,0,0,1,1,1
hrabzer.cloudaccess.host,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
receba-emcasa-bahianiinho.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,1,0,1,2,1,1
comosaldaocasacozinha.online,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
comosaldaocasacozinha.online,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
daidopresente.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1
